,Unnamed: 0.2,index,Unnamed: 0.1,Unnamed: 0,names,city_region,public1,address,full_address,Latitude,Longitude
547,547,568,568,568,КГКП «Красноармейский аграрно-технический колледж»,Павлодарская область,True,"г. Аксу,
ул. Астана 1","Павлодарская область, г. Аксу,
ул. Астана 1",52.044837592191,76.919293309059
548,548,569,569,569,КГКП «Аксуский колледж имени Жаяу  Мусы»,Павлодарская область,True,"г. Павлодар,
ул. И. Байзакова 151","Павлодарская область, г. Павлодар,
ул. И. Байзакова 151",52.273550016002,76.961410025582
549,549,570,570,570,КГП на ПХВ «Павлодарский медицинский высший колледж»,Павлодарская область,True,"г. Екибастуз , 
ул. Ломоносова 5","Павлодарская область, г. Екибастуз , 
ул. Ломоносова 5",51.742741606078,75.323707934154
550,550,571,571,571,КГКП «Екибастузский медицинский колледж»,Павлодарская область,True,"г. Екибастуз,
ул. М. Жусупа 19","Павлодарская область, г. Екибастуз,
ул. М. Жусупа 19",51.72371,75.32287
551,551,572,572,572,КГКП «Экибастузский политехнический колледж»,Павлодарская область,True,"г. Павлодар,
ул. Торайгырова 67","Павлодарская область, г. Павлодар,
ул. Торайгырова 67",52.295996501248,76.946136437797
552,552,573,573,573,ГУ «Музыкальный колледж – музыкальная школа- интернат для одарённых детей»,Павлодарская область,True,"г. Павлодар,
ул. Лермонтова 93","Павлодарская область, г. Павлодар,
ул. Лермонтова 93",52.290492608347,76.959140206202
553,553,574,574,574,КГКП «Павлодарский бизнес-колледж»,Павлодарская область,True,"г. Павлодар,
ул. Торайгырова 70","Павлодарская область, г. Павлодар,
ул. Торайгырова 70",52.298079990921,76.960360024572
554,554,575,575,575,КГКП «Павлодарский химико-механический колледж»,Павлодарская область,True,"г. Павлодар,
ул. Ломова, 64","Павлодарская область, г. Павлодар,
ул. Ломова, 64",52.265549992335,76.966909978989
555,555,576,576,576,РГП на ПХВ «Павлодарский государственный университет имени            С. Торайгырова»,Павлодарская область,True,"г. Павлодар,
ул. Ломова,180 ","Павлодарская область, г. Павлодар,
ул. Ломова,180 ",52.26710001578,77.002700034996
556,556,577,577,577,КГКП «Павлодарский колледж сферы обслуживания»,Павлодарская область,True,"г. Павлодар
ул.Ломова 164","Павлодарская область, г. Павлодар
ул.Ломова 164",52.266740013038,77.000270037446
557,557,578,578,578,КГКП «Павлодарский колледж строительства и коммунального хозяйства»,Павлодарская область,True,"г. Павлодар,
ул Украинская 38","Павлодарская область, г. Павлодар,
ул Украинская 38",52.297985987877,77.005734032488
558,558,579,579,579,КГКП «Павлодарский колледж технического сервиса»,Павлодарская область,True,"г. Павлодар
ул. Чкалова 134","Павлодарская область, г. Павлодар
ул. Чкалова 134",52.300628174641,77.003308489296
559,559,580,580,580,КГКП «Павлодарский железнодорожный колледж»,Павлодарская область,True,"г. Павлодар
ул. Ломова 162","Павлодарская область, г. Павлодар
ул. Ломова 162",52.265847005074,76.98512896755
560,560,581,581,581,КГКП «Павлодарский колледж цветной металлургии»,Павлодарская область,True,"г. Павлодар,
ул Ломова 188","Павлодарская область, г. Павлодар,
ул Ломова 188",52.267058692997,77.008047773041
561,561,582,582,582,КГКП «Павлодарский монтажный колледж»,Павлодарская область,True,"г.Павлодар,
ул.Мира 9/1 ","Павлодарская область, г.Павлодар,
ул.Мира 9/1 ",52.300556005119,76.934403030637
562,562,583,583,583,КГКП «Павлодарский колледж сервиса и питания»,Павлодарская область,True,"г. Екибастуз
ул. Машхур Жусупа 109 ","Павлодарская область, г. Екибастуз
ул. Машхур Жусупа 109 ",51.697600214615,75.348451783863
563,563,584,584,584,КГКП «Экибастузский строительно-технический колледж»,Павлодарская область,True,"г. Екибастуз
ул. Машхур Жусупа 23 ","Павлодарская область, г. Екибастуз
ул. Машхур Жусупа 23 ",51.697600214615,75.348451783863
564,564,585,585,585,КГКП «Экибастузский колледж горно-технический колледж  им.К.Пшенбаева»,Павлодарская область,True,"г. Аксу,
ул. Ауэзова, 6 ","Павлодарская область, г. Аксу,
ул. Ауэзова, 6 ",52.038013884815,76.918058487083
565,565,586,586,586,КГКП «Аксуский колледж черной металлургии»,Павлодарская область,True,"Теренкольский район с.Теренколь
ул. Гагарина 18","Павлодарская область, Теренкольский район с.Теренколь
ул. Гагарина 18",53.077148680145,76.095996627629
566,566,587,587,587,КГКП «Качирский аграрно-технический колледж»,Павлодарская область,True,"Железинский район
с. Железинка
ул. Квиткова 13","Павлодарская область, Железинский район
с. Железинка
ул. Квиткова 13",53.535297388926,75.318162886108
567,567,588,588,588,КГКП «Железинский аграрно-технчиеский колледж»,Павлодарская область,True,"Иртышский район с.Иртышск
ул. Гагарина 81","Павлодарская область, Иртышский район с.Иртышск
ул. Гагарина 81",53.334105812634,75.454130096107
568,568,589,589,589,КГКП «Иртышский аграрно-технический колледж»,Павлодарская область,True,"Щербактинский район с.Щербакты
ул. Чкалова, 27 ","Павлодарская область, Щербактинский район с.Щербакты
ул. Чкалова, 27 ",52.493168116777,78.166055808852
569,569,590,590,590,КГКП «Щербактинский аграрно-технический колледж»,Павлодарская область,True,"Успенский район с.Успенка
ул. Мира 22     ","Павлодарская область, Успенский район с.Успенка
ул. Мира 22     ",52.919019718151,77.421646582625
570,570,591,591,591,КГКП «Успенский аграрно-технический колледж»,Павлодарская область,True,"Актогайский район
с. Кожамжар,
ул. Целинная 14             ","Павлодарская область, Актогайский район
с. Кожамжар,
ул. Целинная 14             ",52.384285518147,76.858428789702
571,571,592,592,592,КГКП «Актогайский аграрно-технический колледж»,Павлодарская область,True,"Баянаульский район с.Баянаул у
л. Буркутбая 1","Павлодарская область, Баянаульский район с.Баянаул у
л. Буркутбая 1",50.7907436,75.7038173
572,572,593,593,593,КГКП «Баянаульский аграрно-технический колледж»,Павлодарская область,True,"Аккулинский район с.Акку,
ул. Идрисханова 1","Павлодарская область, Аккулинский район с.Акку,
ул. Идрисханова 1",51.5,78.16667
573,573,594,594,594,КГКП «Лебяжинский аграрно-технический колледж»,Павлодарская область,True,"Майский район, с.Коктобе,
ул. Гани Муратбаева  5","Павлодарская область, Майский район, с.Коктобе,
ул. Гани Муратбаева  5",51.523602578848,77.474744133634
574,574,595,595,595,КГКП «Майский аграрно-технический колледж»,Павлодарская область,True,"г. Павлодар,
Северная промышленная зона, ГУ АП-162/3","Павлодарская область, г. Павлодар,
Северная промышленная зона, ГУ АП-162/3",52.2416921,77.0341264
575,575,596,596,596,КГКП «Павлодарский колледж №1»,Павлодарская область,True,"г. Павлодар,
Восточный промышленный район, ГУ АП162/2","Павлодарская область, г. Павлодар,
Восточный промышленный район, ГУ АП162/2",52.2416921,77.0341264
576,576,597,597,597,КГКП «Павлодарский колледж № 2»,Павлодарская область,True,"г. Павлодар,
Северный промышленный район, ГУ АП162/4","Павлодарская область, г. Павлодар,
Северный промышленный район, ГУ АП162/4",52.33999,76.95241
577,577,598,598,598,КГКП «Павлодарский колледж № 3»,Павлодарская область,True,"г. Павлодар,
ул.Ломова 162","Павлодарская область, г. Павлодар,
ул.Ломова 162",52.265847005074,76.98512896755
578,578,599,599,599,ТОО «Павлодарский политехнический высший колледж»,Павлодарская область,True,"г. Павлодар,
ул. Кирова, 115 ","Павлодарская область, г. Павлодар,
ул. Кирова, 115 ",52.284274649547,76.980138410227
579,579,600,600,600,УО «Павлодарский экономический колледж Казпотребсоюза»,Павлодарская область,True,"г.Павлодар, ул. ак. Маргулана 91","Павлодарская область, г.Павлодар, ул. ак. Маргулана 91",52.2416921,77.0341264
580,580,601,601,601,ОУ «Павлодарский художественный колледж»,Павлодарская область,True,"г.Павлодар ул.Ген.Дюсенова,4","Павлодарская область, г.Павлодар ул.Ген.Дюсенова,4",52.2416921,77.0341264
581,581,602,602,602,НОУ «Павлодарский гуманитарно-педагогический колледж»,Павлодарская область,True,г.Павлодар ул.Ген.Дюсенова.4,"Павлодарская область, г.Павлодар ул.Ген.Дюсенова.4",52.2416921,77.0341264
582,582,603,603,603,"НОУ «Павлодарский
гуманитарный колледж»",Павлодарская область,True,г.Павлодар ул.Ген.Дюсенова.4,"Павлодарская область, г.Павлодар ул.Ген.Дюсенова.4",52.2416921,77.0341264
583,583,604,604,604,"Учреждение «Павлодарский
технико-экономический колледж»",Павлодарская область,True,"г.Павлодар,
М. Горького 102/1","Павлодарская область, г.Павлодар,
М. Горького 102/1",52.272109259061,76.960898032269
584,584,605,605,605,Учреждение «Павлодарский нефтегазовый колледж»,Павлодарская область,True,"г.Павлодар
ул. Камзина,37/1","Павлодарская область, г.Павлодар
ул. Камзина,37/1",52.286856999754,76.982750015791
585,585,606,606,606,УОО «Павлодарский инновационный многопрофильного колледжа»,Павлодарская область,True,"г.Павлодар,
ул.Мира, 18/1","Павлодарская область, г.Павлодар,
ул.Мира, 18/1",52.300939980103,76.93757197677
586,586,607,607,607,ЧУОО «Павлодарский колледж управления»,Павлодарская область,True,"г.Павлодар,
ул.Ломова 45","Павлодарская область, г.Павлодар,
ул.Ломова 45",52.263230007264,76.959440026879
587,587,608,608,608,ТОО «Колледж ИнЕУ»,Павлодарская область,True,"г.Павлодар, 
ул.Камзина 90","Павлодарская область, г.Павлодар, 
ул.Камзина 90",52.276889994869,76.98213629284
588,588,609,609,609,Учреждение «Колледж информационных технологий и бизнеса»,Павлодарская область,True,"г.Павлодар, ул.Р.Люксембург, 105","Павлодарская область, г.Павлодар, ул.Р.Люксембург, 105",52.270205609921,76.962889698175
589,589,610,610,610,ЧУОО «Колледж Кайнар»,Павлодарская область,True,"г.Екибастуз,
ул.Мәшһүр Жүсіп 23","Павлодарская область, г.Екибастуз,
ул.Мәшһүр Жүсіп 23",51.741209980911,75.322679977549
590,590,611,611,611,ТОО «Екибастузский колледж ИнЕУ»,Павлодарская область,True,"г.Екибастуз,
ул. Ауэзова, 14А ","Павлодарская область, г.Екибастуз,
ул. Ауэзова, 14А ",52.043651239223,76.929632060621
591,591,612,612,612,НУО «Екибастузский колледж инженерно-технического института имени академика Сатпаева»,Павлодарская область,True,"г.Екибастуз,  ул.Строительная,  30 В","Павлодарская область, г.Екибастуз,  ул.Строительная,  30 В",51.732463800224,75.330422173874
592,592,613,613,613,Учреждение «Екибастузский гуманитарно- технический колледж»,Павлодарская область,True,"150013
г. Петропавловск,
ул. Студенческая, 1","Павлодарская область, 150013
г. Петропавловск,
ул. Студенческая, 1",53.959723,76.5707392
593,593,615,615,615,КГУ «Машиностроительный колледж города Петропавловска»,Северо-Казахстанская область,True,"150305
Аккайынский р-н,
с. Киялы","Северо-Казахстанская область, 150305
Аккайынский р-н,
с. Киялы",54.1995406,69.6502845
594,594,616,616,616,"КГУ
«Аграрный колледж
Аккайынского района»",Северо-Казахстанская область,True,"150011
г. Петропавловск
ул. Кеншинбаева, 11","Северо-Казахстанская область, 150011
г. Петропавловск
ул. Кеншинбаева, 11",54.8855854,69.1500253
595,595,617,617,617,"КГУ
«Колледж сферы обслуживания города Петропавловска им. Искандера Даутова»",Северо-Казахстанская область,True,"150214
Акжарский район
с.Ленинградское","Северо-Казахстанская область, 150214
Акжарский район
с.Ленинградское",53.5360969,71.5458447
596,596,618,618,618,"КГУ
«Ленинградский сельскохозяйственный колледж Акжарского района»",Северо-Казахстанская область,True,"150115
Айыртауский р-н
с. Саумалколь","Северо-Казахстанская область, 150115
Айыртауский р-н
с. Саумалколь",53.2927,68.105
597,597,619,619,619,"КГУ
«Агротехнический колледж
с. Саумалколь Айыртауского района»",Северо-Казахстанская область,True,"150597
Есильский р-н,
 с. Петровка
Ул. Жаркова,86","Северо-Казахстанская область, 150597
Есильский р-н,
 с. Петровка
Ул. Жаркова,86",54.3009681,68.225396
598,598,620,620,620,"КГУ
«Петровский аграрно-технический колледж»",Северо-Казахстанская область,True,"150400
р-н Г. Мусрепова
с. Новоишимка
ул. Аблайхана,2","Северо-Казахстанская область, 150400
р-н Г. Мусрепова
с. Новоишимка
ул. Аблайхана,2",53.20364530081,66.807093253365
599,599,621,621,621,"КГУ
 «Новоишимский аграрно-технический колледж»",Северо-Казахстанская область,True,"150702
Кызылжарский р-н,
 с. Боголюбово","Северо-Казахстанская область, 150702
Кызылжарский р-н,
 с. Боголюбово",54.6275384,68.7175647
600,600,622,622,622,"КГУ
«Кызылжарский аграрно-технический колледж»",Северо-Казахстанская область,True,"151000
Тимирязевский р-н
с. Тимирязево,
ул. Комсомольская, 19","Северо-Казахстанская область, 151000
Тимирязевский р-н
с. Тимирязево,
ул. Комсомольская, 19",53.748398392344,66.485661504085
601,601,623,623,623,"КГУ
 «Тимирязевский агротехнический колледж»",Северо-Казахстанская область,True," 151000
Тайыншинский
р-н  с. Тайынша,
ул. Конституции Казахстана,261","Северо-Казахстанская область,  151000
Тайыншинский
р-н  с. Тайынша,
ул. Конституции Казахстана,261",53.865869382334,69.803139991035
602,602,624,624,624,"КГУ
«Тайыншинский колледж агробизнеса»",Северо-Казахстанская область,True,"151200
Уалихановский р-н,
с.  Кишкенеколь,
Ул. Жамбыла, 140","Северо-Казахстанская область, 151200
Уалихановский р-н,
с.  Кишкенеколь,
Ул. Жамбыла, 140",53.624004998069,72.338988069603
603,603,625,625,625,"КГУ
«Уалихановский сельскохозяйственный колледж»",Северо-Казахстанская область,True," 150012
г. Петропавловск  
(при учреждении
ЕС- 164/6)","Северо-Казахстанская область,  150012
г. Петропавловск  
(при учреждении
ЕС- 164/6)",54.8855854,69.1500253
604,604,626,626,626,"КГУ
«Петропавловский профессиональный колледж»",Северо-Казахстанская область,True,"150022
р-н Магжана Жумабаева
г. Булаево
ул. Строительная, 36Б","Северо-Казахстанская область, 150022
р-н Магжана Жумабаева
г. Булаево
ул. Строительная, 36Б",54.912594795256,70.430806493811
605,605,627,627,627,"КГУ
«Колледж профессиональной подготовки и сервиса»",Северо-Казахстанская область,True,"150000
г. Петропавловск
ул. Абая, 28","Северо-Казахстанская область, 150000
г. Петропавловск
ул. Абая, 28",54.877300017922,69.135310011513
606,606,628,628,628,"КГКП
«Высший  колледж
им. Магжана
Жумабаева»",Северо-Казахстанская область,True,"150013
г. Петропавловск
 ул. Студенческая, 1","Северо-Казахстанская область, 150013
г. Петропавловск
 ул. Студенческая, 1",53.630247420459,71.856896286764
607,607,629,629,629,"КГКП
«Северо-Казахстанский профессионально-педагогический колледж»",Северо-Казахстанская область,True," 150009 г. Петропавловск 
ул. Мира, 262","Северо-Казахстанская область,  150009 г. Петропавловск 
ул. Мира, 262",54.8855854,69.1500253
608,608,630,630,630,"КГКП
«Петропавловский
строительно-экономический колледж»",Северо-Казахстанская область,True," 150001
г. Петропавловск
 ул. Медведева, 1","Северо-Казахстанская область,  150001
г. Петропавловск
 ул. Медведева, 1",54.8855854,69.1500253
609,609,631,631,631,"КГКП
«Петропавловский колледж железнодорожного транспорта имени Б.Ашимова»  КГУ»Управление образования акимата Северо-Казахстанской области»",Северо-Казахстанская область,True," 150513 СКО, Есильский район ,
 с. Покровка,
ул. Строительная 49а","Северо-Казахстанская область,  150513 СКО, Есильский район ,
 с. Покровка,
ул. Строительная 49а",53.882483311137,67.421563359126
610,610,632,632,632,КГКП «Высший сельскохозяйственный колледж имени Жалела Кизатова»,Северо-Казахстанская область,True," 150010
г. Петропавловск
 ул. Интернациональная, 81","Северо-Казахстанская область,  150010
г. Петропавловск
 ул. Интернациональная, 81",54.860070010116,69.154250011386
611,611,633,633,633,"КГУ
«Комплекс «Колледж искусств- специализированная школа-интернат для одар`нных детей музыкально-эстетического профиля»",Северо-Казахстанская область,True,"150013
г. Петропавловск
  ул. Шухова, 42","Северо-Казахстанская область, 150013
г. Петропавловск
  ул. Шухова, 42",54.902291336674,69.149306481715
612,612,634,634,634,"КГП на ПВХ
«Северо- Казахстанский высший
 медицинский колледж»",Северо-Казахстанская область,True,"150000
г. Петропавловск,
ул.Театральная, 42","Северо-Казахстанская область, 150000
г. Петропавловск,
ул.Театральная, 42",54.874209987407,69.121020040066
613,613,635,635,635,Негосударстенное учреждение образования «Гуманитарно-технический колледж»,Северо-Казахстанская область,True,"150010
г. Петропавловск  
ул. Бостандыкская, 51","Северо-Казахстанская область, 150010
г. Петропавловск  
ул. Бостандыкская, 51",54.866260003702,69.147919998107
614,614,636,636,636,Негосударственное учреждение образования «Колледж Северо-Казахстанского университета»,Северо-Казахстанская область,True," 150010
г.Петропавловск
 ул.Токсан Би, 94","Северо-Казахстанская область,  150010
г.Петропавловск
 ул.Токсан Би, 94",54.869909987259,69.155230023505
615,615,637,637,637,"Частное учреждение ""Северо-Казахстанский колледж профессиональной подготовки и сервиса»",Северо-Казахстанская область,True," 150010
г.Петропавловск
 ул.Я.Гашека 4","Северо-Казахстанская область,  150010
г.Петропавловск
 ул.Я.Гашека 4",54.8855854,69.1500253
616,616,638,638,638,"КГУ ""Северо-Казахстанская областная специализированная школа-интернат-колледж олимпийского резерва""",Северо-Казахстанская область,True,"150702
Кызылжарский р-н,
 с. Бесколь","Северо-Казахстанская область, 150702
Кызылжарский р-н,
 с. Бесколь",54.7728115,69.101633
617,617,639,639,639,ТОО «Колледж инновационного профессионального развития»,Северо-Казахстанская область,True,Наименование колледжа,"Северо-Казахстанская область, Наименование колледжа",53.855303488025,69.267794559948
618,618,640,640,640, ,Восточно-Казахстанская область,True,"г. Усть-Каменогорск,
ул. Серикбаева, 5","Восточно-Казахстанская область, г. Усть-Каменогорск,
ул. Серикбаева, 5",49.960396992956,82.597084968629
619,619,641,641,641,КГКП «Усть-Каменогорский политехнический колледж»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. 30-й Гвардейской дивизии, 44","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. 30-й Гвардейской дивизии, 44",49.9609419843,82.586555035127
620,620,642,642,642,КГКП «Усть-Каменогорский медицинский колледж»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. 30-й Гвардейской дивизии, 6","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. 30-й Гвардейской дивизии, 6",49.96376580557,82.605053811616
621,621,643,643,643,КГКП «Восточно-Казахстанское училище искусств имени народных артистов братьев Абдуллиных»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. Амурская, 1","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Амурская, 1",49.961680010875,82.594217016638
622,622,644,644,644,КГКП «Восточно-Казахстанский гуманитарный колледж»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. Лермонтова, 50","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Лермонтова, 50",49.969552587704,82.620354640586
623,623,646,646,646,КГУ «Усть-Каменогоский многопрофильный технологический колледж»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. Ворошилова, 79","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Ворошилова, 79",49.966571982934,82.614925011347
624,624,647,647,647,КГУ «Усть-Каменогорский колледж строительства»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, пр.Абая, 10/1","Восточно-Казахстанская область, г. Усть-Каменогорск, пр.Абая, 10/1",49.968749014646,82.615604029324
625,625,648,648,648,КГУ «Усть-Каменогорский колледж сферы обслуживания»,Восточно-Казахстанская область,True,г.УстьКаменогорск,"Восточно-Казахстанская область, г.УстьКаменогорск",49.9546269,82.6262926
626,626,649,649,649,КГУ «Восточно Казахстанская областная специализированная школа интернат колледж олимпийского резерва для одаренных детей в спорте» Управления физической культуры и спорта ВКО,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. Серикбаева, 7","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Серикбаева, 7",49.960252991859,82.595928014534
627,627,651,651,651,НУ «Восточный техническо-гуманитарный колледж»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, пр. Независимости 83/2","Восточно-Казахстанская область, г. Усть-Каменогорск, пр. Независимости 83/2",49.982500993639,82.573915963328
628,628,652,652,652,НУ «Колледж транспорта и безопасности жизнедеятельности»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, ул. Ворошилова, 160","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Ворошилова, 160",49.972261306413,82.596573904104
629,629,653,653,653,ТОО «Усть-Каменогорский колледж экономики и финансов»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, ул. Бажова 34","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Бажова 34",49.974648994382,82.607503003724
630,630,654,654,654,ТОО «Восточно-Казахстанский технико-экономический колледж»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, ул. Добролюбова, 42","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Добролюбова, 42",49.975902885187,82.582217819329
631,631,655,655,655,НУ «Казахстанско-Корейский колледж «Квансон»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, Н.Красных Орлов, 87","Восточно-Казахстанская область, г. Усть-Каменогорск, Н.Красных Орлов, 87",49.9890747,82.5706787
632,632,656,656,656,НУ «Колледж имени Кумаша Нургалиева»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, ул. Бажова, 68","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Бажова, 68",49.979311008928,82.600911977981
633,633,657,657,657,ТОО «Колледж «Казахстанский Американский свободный университет»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, пр. Независимости, 83/2","Восточно-Казахстанская область, г. Усть-Каменогорск, пр. Независимости, 83/2",49.982500993639,82.573915963328
634,634,658,658,658,НУ «Усть-Каменогорский колледж профессиональной подготовки и сервиса»,Восточно-Казахстанская область,False,"г. УстьКаменогорск, т.: 8(7232) 54-11-43,8 707 -775-31-43, пр. Абая, 16/1 (30 Гвардейской Дивизии, 22)","Восточно-Казахстанская область, г. УстьКаменогорск, т.: 8(7232) 54-11-43,8 707 -775-31-43, пр. Абая, 16/1 (30 Гвардейской Дивизии, 22)",54.07115,70.37848
635,635,659,659,659,НУ «Техническо-экономический колледж»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, пр. Незавсимости, 101","Восточно-Казахстанская область, г. Усть-Каменогорск, пр. Незавсимости, 101",49.981975993133,82.577286997147
636,636,660,660,660,НУ «Усть-Каменогорский стоматологический колледж»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, ул. Астана, 48","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Астана, 48",49.953500907846,82.590259417235
637,637,661,661,661,НУ «Восточно-Казахстанский колледж менеджмента и технологий»,Восточно-Казахстанская область,False,"г. Усть-Каменогорск, ул. Бажова, 14","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Бажова, 14",49.973754519584,82.60660127858
638,638,662,662,662,НУ «Усть-Каменогорский многопрофильный колледж»,Восточно-Казахстанская область,False,"г.Риддер, ул. Островского, 65","Восточно-Казахстанская область, г.Риддер, ул. Островского, 65",50.328144696694,83.453835669651
639,639,665,665,665,КГКП «Риддерский колледж»,Восточно-Казахстанская область,True,"с. Саратовка, ул. Молодёжная, 4","Восточно-Казахстанская область, с. Саратовка, ул. Молодёжная, 4",49.716149214523,84.261553326743
640,640,666,666,666,КГКП «Восточно-Казахстанский сельскохозяйственный колледж»,Восточно-Казахстанская область,True,г.Риддер,"Восточно-Казахстанская область, г.Риддер",50.3501,83.5156
641,641,667,667,667,«Республиканский специализированный колледж олимпийского резерва» в городе Риддере,Восточно-Казахстанская область,True,"г. Шемонаиха, ул. Жукова, 2","Восточно-Казахстанская область, г. Шемонаиха, ул. Жукова, 2",50.627068383911,81.93668487572
642,642,669,669,669,Учреждение «Гуманитарно-технический колледж»,Восточно-Казахстанская область,False,"г. Зыряновск, ул. Курчатова, 10","Восточно-Казахстанская область, г. Зыряновск, ул. Курчатова, 10",49.708721381476,84.247780015808
643,643,670,670,670,Учреждение «Алтайский высший колледж»,Восточно-Казахстанская область,False,"г.Зыряновск, ул. Пролетарская, 82","Восточно-Казахстанская область, г.Зыряновск, ул. Пролетарская, 82",49.724461964178,84.279791549129
644,644,671,671,671,Учреждение «Аграрно-технический колледж»,Восточно-Казахстанская область,False,"г.Зыряновск, ул. Пролетарская, 82","Восточно-Казахстанская область, г.Зыряновск, ул. Пролетарская, 82",49.724461964178,84.279791549129
645,645,672,672,672,Учреждение «Медицинский колледж «Гиппократ»,Восточно-Казахстанская область,False,"Глубоковский район, п.Верхнеберезовка, ул.Амбулаторная 11а","Восточно-Казахстанская область, Глубоковский район, п.Верхнеберезовка, ул.Амбулаторная 11а",50.2775269,82.2158813
646,646,674,674,674,КГУ «Глубоковский технический колледж»,Восточно-Казахстанская область,True,"с. Белоусовка Глубоковского района, ул. Панфилова 2","Восточно-Казахстанская область, с. Белоусовка Глубоковского района, ул. Панфилова 2",50.1280206815,82.548152926633
647,647,675,675,675,КГУ «Глубоковский аграрный колледж»,Восточно-Казахстанская область,True,"г. Шемонаиха, ул. Советская, 155","Восточно-Казахстанская область, г. Шемонаиха, ул. Советская, 155",50.118863556882,82.551324414482
648,648,676,676,676,КГУ «Шемонаихинский колледж»,Восточно-Казахстанская область,True,"Алтайский район, г.Серебрянск, ул.Серебрянская 158","Восточно-Казахстанская область, Алтайский район, г.Серебрянск, ул.Серебрянская 158",49.682408911028,83.269381329077
649,649,677,677,677,КГУ «Серебрянский технологический колледж»,Восточно-Казахстанская область,True,"г. Алтай, ул. Курчатова, 10","Восточно-Казахстанская область, г. Алтай, ул. Курчатова, 10",49.708940741847,84.249328983861
650,650,678,678,678,КГУ «Технологический колледж г.Алтай»,Восточно-Казахстанская область,True,"Алтайский район, с.Чапаево","Восточно-Казахстанская область, Алтайский район, с.Чапаево",49.83333,84.5
651,651,679,679,679,КГУ «Сельскохозяйственный колледж района Алтай»,Восточно-Казахстанская область,True,"г. Зайсан, ул.Жангельдина, 106","Восточно-Казахстанская область, г. Зайсан, ул.Жангельдина, 106",47.477492702882,84.892100768579
652,652,680,680,680,КГУ «Зайсанский технологический колледж»,Восточно-Казахстанская область,True,"Курчумский район, с.Теректы, ул. Журба, 42","Восточно-Казахстанская область, Курчумский район, с.Теректы, ул. Журба, 42",48.569767850266,83.603012685029
653,653,681,681,681,КГУ «Школа-интернат-колледж села Маркаколь»,Восточно-Казахстанская область,True,"Кокпектинский район, с. Самарское, ул. Горохова, 70","Восточно-Казахстанская область, Кокпектинский район, с. Самарское, ул. Горохова, 70",49.021336002751,83.357385025992
654,654,682,682,682,КГУ «Самарский аграрно-технический колледж»,Восточно-Казахстанская область,True,"Катон-Карагайский район, с.Болшенарым, ул. Кирзаводская, 11","Восточно-Казахстанская область, Катон-Карагайский район, с.Болшенарым, ул. Кирзаводская, 11",49.288216146385,85.643046525877
655,655,683,683,683,КГУ «Катон-Карагайский аграрно-технический колледж»,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. 30-ой Гвардейской дивизии, 36","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. 30-ой Гвардейской дивизии, 36",49.991169203793,82.654181776167
656,656,685,685,685,Высший колледж ВКГУ имени С.Аманжолова,Восточно-Казахстанская область,True,"г. Усть-Каменогорск, ул. Протазанова, 69, ул. Серикбаева, 19","Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Протазанова, 69, ул. Серикбаева, 19",49.956665998305,82.586829039541
657,657,686,686,686,Высший технический колледж ВКГТУ им.Д.Серикбаева,Восточно-Казахстанская область,True,Шемонаихинский район с.Половинка,"Восточно-Казахстанская область, Шемонаихинский район с.Половинка",50.5747175,81.8632564
658,658,688,688,688,КГУ «Шемонаихинский колледж №1»,Восточно-Казахстанская область,True,"Глубоковский район, с.Бобровка, Бобровский с/о, учетный квартал 086, здание 23А.","Восточно-Казахстанская область, Глубоковский район, с.Бобровка, Бобровский с/о, учетный квартал 086, здание 23А.",50.1628329,82.7206441
